policyId,county,construction
974850,VOLUSIA COUNTY,Wood
766613,VOLUSIA COUNTY,Wood
852166,VOLUSIA COUNTY,Wood
299070,VOLUSIA COUNTY,Wood
538968,VOLUSIA COUNTY,Wood
906899,VOLUSIA COUNTY,Masonry
142191,VOLUSIA COUNTY,Masonry
115095,VOLUSIA COUNTY,Wood
285481,VOLUSIA COUNTY,Reinforced Masonry
521069,VOLUSIA COUNTY,Masonry
302050,VOLUSIA COUNTY,Wood
418004,VOLUSIA COUNTY,Masonry
652006,VOLUSIA COUNTY,Wood
711676,VOLUSIA COUNTY,Masonry
674505,VOLUSIA COUNTY,Wood
397466,VOLUSIA COUNTY,Wood
390534,VOLUSIA COUNTY,Wood
537005,VOLUSIA COUNTY,Wood
386449,VOLUSIA COUNTY,Masonry
498793,MARION COUNTY,Wood
469770,MARION COUNTY,Wood
516858,MARION COUNTY,Wood
442421,MARION COUNTY,Wood
957688,MARION COUNTY,Wood
848578,MARION COUNTY,Wood
860584,MARION COUNTY,Wood
510384,MARION COUNTY,Wood
869562,MARION COUNTY,Wood
495308,MARION COUNTY,Wood
835948,FLAGLER COUNTY,Masonry
670807,FLAGLER COUNTY,Wood
794160,FLAGLER COUNTY,Masonry
172922,FLAGLER COUNTY,Wood
569262,FLAGLER COUNTY,Reinforced Masonry
104983,FLAGLER COUNTY,Reinforced Masonry
116673,FLAGLER COUNTY,Wood
112835,FLAGLER COUNTY,Wood
536086,FLAGLER COUNTY,Wood
953231,FLAGLER COUNTY,Wood
935824,FLAGLER COUNTY,Wood
502653,FLAGLER COUNTY,Masonry
974946,FLAGLER COUNTY,Wood
845407,FLAGLER COUNTY,Wood
486688,FLAGLER COUNTY,Wood
799469,FLAGLER COUNTY,Wood
600792,FLAGLER COUNTY,Wood
300917,FLAGLER COUNTY,Wood
543291,FLAGLER COUNTY,Wood
222035,FLAGLER COUNTY,Wood
689698,FLAGLER COUNTY,Wood
180650,FLAGLER COUNTY,Wood
750695,FLAGLER COUNTY,Masonry
180069,FLAGLER COUNTY,Wood
986288,FLAGLER COUNTY,Wood
679539,FLAGLER COUNTY,Wood
748468,FLAGLER COUNTY,Wood
915280,FLAGLER COUNTY,Wood
746315,FLAGLER COUNTY,Wood
212369,FLAGLER COUNTY,Masonry
635254,FLAGLER COUNTY,Masonry
578379,FLAGLER COUNTY,Reinforced Masonry
252882,FLAGLER COUNTY,Masonry
246875,FLAGLER COUNTY,Reinforced Masonry
594033,FLAGLER COUNTY,Wood
857324,FLAGLER COUNTY,Wood
857308,FLAGLER COUNTY,Wood
736544,FLAGLER COUNTY,Wood
766827,FLAGLER COUNTY,Wood
772766,FLAGLER COUNTY,Reinforced Masonry
282250,FLAGLER COUNTY,Masonry
139690,FLAGLER COUNTY,Masonry
762840,FLAGLER COUNTY,Masonry
125666,FLAGLER COUNTY,Wood
195452,FLAGLER COUNTY,Wood
967007,FLAGLER COUNTY,Wood
138260,FLAGLER COUNTY,Wood
416035,FLAGLER COUNTY,Wood
539203,FLAGLER COUNTY,Wood
776628,FLAGLER COUNTY,Wood
231043,FLAGLER COUNTY,Wood
230729,FLAGLER COUNTY,Wood
618948,FLAGLER COUNTY,Wood
854516,FLAGLER COUNTY,Wood
230332,FLAGLER COUNTY,Wood
727895,FLAGLER COUNTY,Wood
935630,FLAGLER COUNTY,Wood
808827,FLAGLER COUNTY,Wood
815710,FLAGLER COUNTY,Wood
794978,FLAGLER COUNTY,Wood
550131,FLAGLER COUNTY,Wood
708613,FLAGLER COUNTY,Reinforced Masonry
267843,FLAGLER COUNTY,Wood
393750,FLAGLER COUNTY,Wood
606000,FLAGLER COUNTY,Wood
341300,FLAGLER COUNTY,Wood
506916,FLAGLER COUNTY,Wood
906392,FLAGLER COUNTY,Wood
361708,FLAGLER COUNTY,Wood
438297,FLAGLER COUNTY,Wood
678066,FLAGLER COUNTY,Masonry
812937,FLAGLER COUNTY,Masonry
263067,FLAGLER COUNTY,Wood
586609,FLAGLER COUNTY,Reinforced Masonry
951929,FLAGLER COUNTY,Masonry
105345,FLAGLER COUNTY,Wood
794905,FLAGLER COUNTY,Masonry
684769,FLAGLER COUNTY,Wood
409704,FLAGLER COUNTY,Masonry
387460,FLAGLER COUNTY,Masonry
342173,FLAGLER COUNTY,Masonry
821943,FLAGLER COUNTY,Reinforced Masonry
531691,FLAGLER COUNTY,Reinforced Masonry
428852,FLAGLER COUNTY,Masonry
158476,FLAGLER COUNTY,Masonry
951520,FLAGLER COUNTY,Reinforced Masonry
831677,FLAGLER COUNTY,Wood
248485,FLAGLER COUNTY,Wood
845512,FLAGLER COUNTY,Wood
812319,FLAGLER COUNTY,Wood
171734,FLAGLER COUNTY,Wood
348008,FLAGLER COUNTY,Wood
104881,FLAGLER COUNTY,Wood
699662,FLAGLER COUNTY,Wood
918865,FLAGLER COUNTY,Wood
104844,FLAGLER COUNTY,Wood
927632,FLAGLER COUNTY,Wood
742874,FLAGLER COUNTY,Wood
232622,FLAGLER COUNTY,Wood
832054,FLAGLER COUNTY,Wood
861218,FLAGLER COUNTY,Wood
937125,FLAGLER COUNTY,Wood
548763,FLAGLER COUNTY,Wood
791156,FLAGLER COUNTY,Wood
587168,FLAGLER COUNTY,Wood
446535,FLAGLER COUNTY,Wood
351074,FLAGLER COUNTY,Wood
275660,FLAGLER COUNTY,Wood
553661,FLAGLER COUNTY,Wood
617930,FLAGLER COUNTY,Masonry
841171,FLAGLER COUNTY,Wood
253394,FLAGLER COUNTY,Wood
479910,FLAGLER COUNTY,Wood
661611,FLAGLER COUNTY,Wood
583600,FLAGLER COUNTY,Wood
703167,FLAGLER COUNTY,Wood
512645,FLAGLER COUNTY,Wood
182524,FLAGLER COUNTY,Masonry
808971,FLAGLER COUNTY,Masonry
463365,FLAGLER COUNTY,Wood
707080,FLAGLER COUNTY,Wood
381976,FLAGLER COUNTY,Wood
357730,FLAGLER COUNTY,Wood
716209,FLAGLER COUNTY,Wood
239346,FLAGLER COUNTY,Wood
781343,FLAGLER COUNTY,Wood
879903,PUTNAM COUNTY,Wood
519214,PUTNAM COUNTY,Wood
456437,PUTNAM COUNTY,Masonry
494458,VOLUSIA COUNTY,Reinforced Masonry
898210,VOLUSIA COUNTY,Masonry
641058,VOLUSIA COUNTY,Wood
405267,VOLUSIA COUNTY,Wood
189601,VOLUSIA COUNTY,Wood
646400,VOLUSIA COUNTY,Wood
729115,VOLUSIA COUNTY,Wood
369648,VOLUSIA COUNTY,Wood
526520,VOLUSIA COUNTY,Wood
503334,VOLUSIA COUNTY,Wood
649305,VOLUSIA COUNTY,Wood
357293,VOLUSIA COUNTY,Wood
999514,VOLUSIA COUNTY,Wood
307029,VOLUSIA COUNTY,Wood
228627,ST  JOHNS COUNTY,Masonry
946882,ST  JOHNS COUNTY,Wood
437675,ST  JOHNS COUNTY,Wood
814839,ST  JOHNS COUNTY,Wood
856705,ST  JOHNS COUNTY,Wood
747727,ST  JOHNS COUNTY,Masonry
424702,ST  JOHNS COUNTY,Wood
451044,PUTNAM COUNTY,Masonry
218600,PUTNAM COUNTY,Wood
602799,PUTNAM COUNTY,Wood
250654,PUTNAM COUNTY,Wood
967564,PUTNAM COUNTY,Wood
896886,PUTNAM COUNTY,Wood
986862,PUTNAM COUNTY,Wood
436351,PUTNAM COUNTY,Wood
620879,PUTNAM COUNTY,Wood
682078,PUTNAM COUNTY,Wood
191464,PUTNAM COUNTY,Wood
381120,PUTNAM COUNTY,Wood
410476,PUTNAM COUNTY,Wood
546273,PUTNAM COUNTY,Wood
594827,PUTNAM COUNTY,Masonry
573912,PUTNAM COUNTY,Wood
139956,PUTNAM COUNTY,Wood
200310,PUTNAM COUNTY,Wood
695311,PUTNAM COUNTY,Wood
359767,PUTNAM COUNTY,Wood
346275,PUTNAM COUNTY,Wood
175548,PUTNAM COUNTY,Wood
745147,PUTNAM COUNTY,Wood
495066,PUTNAM COUNTY,Wood
831660,PUTNAM COUNTY,Wood
511964,PUTNAM COUNTY,Wood
217516,PUTNAM COUNTY,Wood
707736,PUTNAM COUNTY,Wood
159409,PUTNAM COUNTY,Wood
871958,PUTNAM COUNTY,Wood
430534,PUTNAM COUNTY,Wood
720776,PUTNAM COUNTY,Masonry
245039,PUTNAM COUNTY,Masonry
954156,PUTNAM COUNTY,Masonry
677449,PUTNAM COUNTY,Wood
899667,PUTNAM COUNTY,Wood
295062,PUTNAM COUNTY,Wood
645395,LAKE COUNTY,Reinforced Concrete
506305,LAKE COUNTY,Wood
163248,LAKE COUNTY,Masonry
176510,LAKE COUNTY,Wood
288959,LAKE COUNTY,Masonry
338393,LAKE COUNTY,Masonry
549679,LAKE COUNTY,Reinforced Concrete
503061,LAKE COUNTY,Wood
293704,LAKE COUNTY,Masonry
471409,LAKE COUNTY,Masonry
423872,SUMTER COUNTY,Masonry
689854,LAKE COUNTY,Wood
574505,LAKE COUNTY,Masonry
216610,SUMTER COUNTY,Wood
602920,MARION COUNTY,Masonry
558984,SUMTER COUNTY,Masonry
316493,SUMTER COUNTY,Masonry
109589,SUMTER COUNTY,Masonry
124621,SUMTER COUNTY,Masonry
871731,SUMTER COUNTY,Masonry
746595,SUMTER COUNTY,Masonry
634347,SUMTER COUNTY,Reinforced Masonry
125334,FLAGLER COUNTY,Masonry
341729,FLAGLER COUNTY,Masonry
721106,FLAGLER COUNTY,Reinforced Masonry
846516,FLAGLER COUNTY,Wood
750042,FLAGLER COUNTY,Reinforced Masonry
780731,FLAGLER COUNTY,Wood
169754,FLAGLER COUNTY,Wood
400752,FLAGLER COUNTY,Wood
331884,FLAGLER COUNTY,Wood
144867,FLAGLER COUNTY,Wood
815954,FLAGLER COUNTY,Wood
851350,FLAGLER COUNTY,Wood
398738,FLAGLER COUNTY,Wood
437663,FLAGLER COUNTY,Wood
601645,FLAGLER COUNTY,Wood
192394,FLAGLER COUNTY,Wood
223731,FLAGLER COUNTY,Wood
950204,FLAGLER COUNTY,Masonry
321084,FLAGLER COUNTY,Reinforced Masonry
110240,FLAGLER COUNTY,Reinforced Masonry
646844,FLAGLER COUNTY,Reinforced Masonry
246286,FLAGLER COUNTY,Masonry
219477,FLAGLER COUNTY,Wood
997455,FLAGLER COUNTY,Masonry
385492,FLAGLER COUNTY,Wood
661842,FLAGLER COUNTY,Wood
782685,FLAGLER COUNTY,Wood
396794,FLAGLER COUNTY,Wood
458717,FLAGLER COUNTY,Wood
719166,FLAGLER COUNTY,Reinforced Masonry
650380,FLAGLER COUNTY,Wood
950888,FLAGLER COUNTY,Wood
520987,VOLUSIA COUNTY,Wood
550708,VOLUSIA COUNTY,Reinforced Masonry
275481,VOLUSIA COUNTY,Reinforced Masonry
226681,VOLUSIA COUNTY,Wood
189174,VOLUSIA COUNTY,Reinforced Masonry
388959,VOLUSIA COUNTY,Reinforced Masonry
340020,VOLUSIA COUNTY,Wood
789448,VOLUSIA COUNTY,Wood
678216,VOLUSIA COUNTY,Wood
109920,VOLUSIA COUNTY,Wood
722873,VOLUSIA COUNTY,Wood
617670,VOLUSIA COUNTY,Wood
131874,VOLUSIA COUNTY,Wood
241370,VOLUSIA COUNTY,Wood
449602,VOLUSIA COUNTY,Wood
478999,VOLUSIA COUNTY,Reinforced Concrete
150409,VOLUSIA COUNTY,Masonry
915255,VOLUSIA COUNTY,Wood
510693,VOLUSIA COUNTY,Masonry
143818,VOLUSIA COUNTY,Wood
779686,VOLUSIA COUNTY,Wood
722997,VOLUSIA COUNTY,Wood
705313,VOLUSIA COUNTY,Wood
482645,VOLUSIA COUNTY,Wood
120229,VOLUSIA COUNTY,Wood
811095,VOLUSIA COUNTY,Wood
438018,VOLUSIA COUNTY,Masonry
768822,VOLUSIA COUNTY,Wood
772362,VOLUSIA COUNTY,Wood
314865,VOLUSIA COUNTY,Masonry
934948,VOLUSIA COUNTY,Wood
610740,VOLUSIA COUNTY,Wood
344770,VOLUSIA COUNTY,Masonry
931502,VOLUSIA COUNTY,Wood
872744,VOLUSIA COUNTY,Wood
214586,VOLUSIA COUNTY,Masonry
337127,VOLUSIA COUNTY,Masonry
337204,VOLUSIA COUNTY,Wood
253060,VOLUSIA COUNTY,Wood
610375,VOLUSIA COUNTY,Wood
787788,VOLUSIA COUNTY,Wood
455863,VOLUSIA COUNTY,Masonry
247631,VOLUSIA COUNTY,Wood
593301,VOLUSIA COUNTY,Wood
488886,VOLUSIA COUNTY,Wood
295000,VOLUSIA COUNTY,Wood
908937,VOLUSIA COUNTY,Wood
468187,VOLUSIA COUNTY,Wood
379881,VOLUSIA COUNTY,Wood
788402,VOLUSIA COUNTY,Wood
118596,VOLUSIA COUNTY,Wood
517493,VOLUSIA COUNTY,Masonry
186420,VOLUSIA COUNTY,Wood
908267,VOLUSIA COUNTY,Masonry
963871,VOLUSIA COUNTY,Wood
718252,VOLUSIA COUNTY,Wood
658095,VOLUSIA COUNTY,Wood
966848,VOLUSIA COUNTY,Wood
711857,VOLUSIA COUNTY,Wood
669609,VOLUSIA COUNTY,Wood
863245,VOLUSIA COUNTY,Wood
146468,VOLUSIA COUNTY,Wood
567227,VOLUSIA COUNTY,Wood
795810,VOLUSIA COUNTY,Wood
838576,VOLUSIA COUNTY,Wood
388986,VOLUSIA COUNTY,Wood
544168,VOLUSIA COUNTY,Wood
802530,VOLUSIA COUNTY,Wood
165046,VOLUSIA COUNTY,Wood
104976,VOLUSIA COUNTY,Wood
417171,VOLUSIA COUNTY,Wood
975058,VOLUSIA COUNTY,Wood
807765,VOLUSIA COUNTY,Wood
251583,VOLUSIA COUNTY,Wood
210615,VOLUSIA COUNTY,Wood
651325,VOLUSIA COUNTY,Wood
319741,VOLUSIA COUNTY,Wood
722377,VOLUSIA COUNTY,Wood
248441,VOLUSIA COUNTY,Wood
248570,VOLUSIA COUNTY,Masonry
