policyId,county,construction
987020,BROWARD COUNTY,Wood
175716,BROWARD COUNTY,Wood
591201,BROWARD COUNTY,Masonry
319790,BROWARD COUNTY,Masonry
535861,BROWARD COUNTY,Wood
985593,BROWARD COUNTY,Masonry
651558,BROWARD COUNTY,Masonry
296480,BROWARD COUNTY,Reinforced Masonry
571842,BROWARD COUNTY,Masonry
841162,BROWARD COUNTY,Masonry
341434,BROWARD COUNTY,Wood
352811,BROWARD COUNTY,Reinforced Masonry
176222,BROWARD COUNTY,Wood
104201,BROWARD COUNTY,Wood
460161,BROWARD COUNTY,Wood
431067,BROWARD COUNTY,Masonry
218303,BROWARD COUNTY,Reinforced Masonry
918670,BROWARD COUNTY,Wood
874367,BROWARD COUNTY,Masonry
488341,BROWARD COUNTY,Wood
796395,BROWARD COUNTY,Masonry
510231,BROWARD COUNTY,Wood
785158,BROWARD COUNTY,Wood
508606,BROWARD COUNTY,Wood
174903,BROWARD COUNTY,Wood
192974,BROWARD COUNTY,Reinforced Concrete
933462,BROWARD COUNTY,Masonry
756955,BROWARD COUNTY,Wood
405085,BROWARD COUNTY,Wood
825720,BROWARD COUNTY,Wood
590667,BROWARD COUNTY,Wood
150942,BROWARD COUNTY,Masonry
956627,BROWARD COUNTY,Wood
167297,BROWARD COUNTY,Wood
597383,BROWARD COUNTY,Reinforced Masonry
455671,BROWARD COUNTY,Masonry
679981,BROWARD COUNTY,Masonry
590107,BROWARD COUNTY,Wood
581792,BROWARD COUNTY,Wood
631286,BROWARD COUNTY,Wood
253937,BROWARD COUNTY,Masonry
589375,BROWARD COUNTY,Steel Frame
571316,BROWARD COUNTY,Reinforced Masonry
988801,BROWARD COUNTY,Masonry
846619,BROWARD COUNTY,Masonry
815390,BROWARD COUNTY,Wood
379411,BROWARD COUNTY,Wood
669617,BROWARD COUNTY,Wood
173162,BROWARD COUNTY,Reinforced Concrete
193064,BROWARD COUNTY,Masonry
607284,BROWARD COUNTY,Masonry
274621,BROWARD COUNTY,Masonry
585596,BROWARD COUNTY,Wood
379182,BROWARD COUNTY,Wood
353383,BROWARD COUNTY,Masonry
645416,BROWARD COUNTY,Masonry
265115,BROWARD COUNTY,Masonry
156650,BROWARD COUNTY,Masonry
342948,BROWARD COUNTY,Reinforced Masonry
469238,BROWARD COUNTY,Reinforced Masonry
613546,BROWARD COUNTY,Masonry
179796,BROWARD COUNTY,Masonry
817303,BROWARD COUNTY,Masonry
728006,BROWARD COUNTY,Masonry
804333,BROWARD COUNTY,Wood
935477,BROWARD COUNTY,Reinforced Masonry
240050,BROWARD COUNTY,Masonry
389077,BROWARD COUNTY,Masonry
256836,BROWARD COUNTY,Masonry
147391,BROWARD COUNTY,Reinforced Masonry
777356,BROWARD COUNTY,Wood
794053,BROWARD COUNTY,Wood
673089,BROWARD COUNTY,Wood
495643,BROWARD COUNTY,Wood
471675,BROWARD COUNTY,Wood
582720,BROWARD COUNTY,Wood
964110,BROWARD COUNTY,Wood
828400,BROWARD COUNTY,Masonry
185673,BROWARD COUNTY,Masonry
307951,BROWARD COUNTY,Reinforced Masonry
804430,BROWARD COUNTY,Wood
838164,BROWARD COUNTY,Wood
746742,BROWARD COUNTY,Wood
262539,BROWARD COUNTY,Wood
815662,BROWARD COUNTY,Masonry
258460,BROWARD COUNTY,Wood
749502,BROWARD COUNTY,Wood
137233,BROWARD COUNTY,Wood
746126,BROWARD COUNTY,Reinforced Masonry
125725,BROWARD COUNTY,Wood
721264,BROWARD COUNTY,Reinforced Masonry
987506,BROWARD COUNTY,Wood
649424,BROWARD COUNTY,Reinforced Masonry
882002,BROWARD COUNTY,Masonry
186779,MIAMI DADE COUNTY,Wood
257606,BROWARD COUNTY,Reinforced Masonry
903971,BROWARD COUNTY,Reinforced Masonry
717953,BROWARD COUNTY,Wood
363379,BROWARD COUNTY,Wood
121847,BROWARD COUNTY,Wood
302611,BROWARD COUNTY,Wood
839351,BROWARD COUNTY,Wood
285826,BROWARD COUNTY,Wood
687404,BROWARD COUNTY,Wood
249164,BROWARD COUNTY,Wood
504416,BROWARD COUNTY,Wood
916882,BROWARD COUNTY,Wood
870171,BROWARD COUNTY,Wood
205363,BROWARD COUNTY,Wood
722970,BROWARD COUNTY,Wood
306340,BROWARD COUNTY,Wood
305559,BROWARD COUNTY,Wood
342628,BROWARD COUNTY,Wood
917720,BROWARD COUNTY,Wood
190526,BROWARD COUNTY,Wood
575286,BROWARD COUNTY,Wood
553967,BROWARD COUNTY,Wood
878979,BROWARD COUNTY,Wood
507707,BROWARD COUNTY,Wood
586753,BROWARD COUNTY,Wood
839638,BROWARD COUNTY,Masonry
766776,BROWARD COUNTY,Wood
696151,BROWARD COUNTY,Wood
972000,BROWARD COUNTY,Wood
753658,BROWARD COUNTY,Wood
919916,BROWARD COUNTY,Wood
444748,BROWARD COUNTY,Wood
125307,BROWARD COUNTY,Wood
968850,BROWARD COUNTY,Wood
609792,BROWARD COUNTY,Wood
163933,BROWARD COUNTY,Wood
976048,BROWARD COUNTY,Wood
843286,BROWARD COUNTY,Masonry
631017,BROWARD COUNTY,Wood
700861,BROWARD COUNTY,Masonry
470783,BROWARD COUNTY,Masonry
199844,BROWARD COUNTY,Masonry
761711,BROWARD COUNTY,Masonry
763792,BROWARD COUNTY,Masonry
235019,BROWARD COUNTY,Masonry
548112,BROWARD COUNTY,Masonry
724118,BROWARD COUNTY,Masonry
610087,BROWARD COUNTY,Masonry
587342,BROWARD COUNTY,Masonry
690589,BROWARD COUNTY,Masonry
364971,BROWARD COUNTY,Reinforced Masonry
248232,BROWARD COUNTY,Reinforced Masonry
400443,BROWARD COUNTY,Masonry
355595,BROWARD COUNTY,Wood
657977,BROWARD COUNTY,Masonry
995077,BROWARD COUNTY,Wood
928829,BROWARD COUNTY,Wood
319492,BROWARD COUNTY,Masonry
863903,BROWARD COUNTY,Reinforced Concrete
487433,BROWARD COUNTY,Wood
760909,BROWARD COUNTY,Wood
644607,BROWARD COUNTY,Wood
594381,BROWARD COUNTY,Wood
655843,BROWARD COUNTY,Wood
556089,BROWARD COUNTY,Masonry
833353,BROWARD COUNTY,Masonry
405261,BROWARD COUNTY,Masonry
277539,BROWARD COUNTY,Masonry
705161,BROWARD COUNTY,Masonry
288100,BROWARD COUNTY,Wood
177636,BROWARD COUNTY,Wood
453673,BROWARD COUNTY,Reinforced Masonry
490238,BROWARD COUNTY,Masonry
442561,BROWARD COUNTY,Masonry
392677,BROWARD COUNTY,Wood
500236,BROWARD COUNTY,Masonry
714312,BROWARD COUNTY,Reinforced Masonry
695432,BROWARD COUNTY,Reinforced Masonry
370760,BROWARD COUNTY,Reinforced Masonry
678433,BROWARD COUNTY,Reinforced Masonry
854054,BROWARD COUNTY,Wood
643040,BROWARD COUNTY,Wood
499221,BROWARD COUNTY,Wood
706303,BROWARD COUNTY,Wood
494358,BROWARD COUNTY,Wood
267225,BROWARD COUNTY,Wood
807574,BROWARD COUNTY,Wood
160977,BROWARD COUNTY,Masonry
253879,BROWARD COUNTY,Wood
556831,BROWARD COUNTY,Masonry
441157,BROWARD COUNTY,Wood
841136,BROWARD COUNTY,Wood
391730,BROWARD COUNTY,Wood
882440,BROWARD COUNTY,Masonry
175913,BROWARD COUNTY,Steel Frame
574057,BROWARD COUNTY,Wood
482953,BROWARD COUNTY,Wood
740571,BROWARD COUNTY,Masonry
288722,BROWARD COUNTY,Wood
628748,BROWARD COUNTY,Masonry
360852,BROWARD COUNTY,Wood
109345,BROWARD COUNTY,Wood
618660,BROWARD COUNTY,Wood
738614,BROWARD COUNTY,Wood
276058,BROWARD COUNTY,Wood
534278,BROWARD COUNTY,Wood
476179,BROWARD COUNTY,Wood
649431,BROWARD COUNTY,Wood
286487,BROWARD COUNTY,Wood
465048,BROWARD COUNTY,Wood
167736,BROWARD COUNTY,Wood
124525,BROWARD COUNTY,Wood
729382,BROWARD COUNTY,Masonry
192126,BROWARD COUNTY,Masonry
379039,BROWARD COUNTY,Wood
504480,BROWARD COUNTY,Wood
374180,BROWARD COUNTY,Wood
250214,BROWARD COUNTY,Wood
251997,BROWARD COUNTY,Reinforced Masonry
572651,BROWARD COUNTY,Reinforced Masonry
310709,BROWARD COUNTY,Reinforced Masonry
425984,BROWARD COUNTY,Masonry
273352,BROWARD COUNTY,Reinforced Masonry
108669,BROWARD COUNTY,Reinforced Masonry
114373,BROWARD COUNTY,Masonry
715696,BROWARD COUNTY,Wood
386601,BROWARD COUNTY,Wood
633186,BROWARD COUNTY,Masonry
433349,BROWARD COUNTY,Wood
148203,BROWARD COUNTY,Wood
958509,BROWARD COUNTY,Wood
990625,BROWARD COUNTY,Masonry
890045,BROWARD COUNTY,Masonry
645585,BROWARD COUNTY,Wood
861134,BROWARD COUNTY,Wood
737886,BROWARD COUNTY,Wood
372763,BROWARD COUNTY,Wood
791146,BROWARD COUNTY,Wood
841579,BROWARD COUNTY,Masonry
194928,BROWARD COUNTY,Wood
127973,BROWARD COUNTY,Wood
606015,BROWARD COUNTY,Wood
536921,BROWARD COUNTY,Wood
127394,BROWARD COUNTY,Wood
799807,BROWARD COUNTY,Wood
384005,BROWARD COUNTY,Masonry
399474,BROWARD COUNTY,Reinforced Concrete
469880,BROWARD COUNTY,Reinforced Concrete
559887,BROWARD COUNTY,Reinforced Masonry
636015,BROWARD COUNTY,Reinforced Masonry
563524,BROWARD COUNTY,Reinforced Masonry
124195,BROWARD COUNTY,Reinforced Masonry
287254,BROWARD COUNTY,Reinforced Masonry
664013,BROWARD COUNTY,Masonry
617631,BROWARD COUNTY,Masonry
357885,BROWARD COUNTY,Masonry
585381,BROWARD COUNTY,Masonry
189336,BROWARD COUNTY,Masonry
704237,BROWARD COUNTY,Masonry
654967,BROWARD COUNTY,Masonry
692107,BROWARD COUNTY,Reinforced Masonry
142752,BROWARD COUNTY,Reinforced Masonry
466037,BROWARD COUNTY,Reinforced Masonry
757810,BROWARD COUNTY,Reinforced Masonry
705752,BROWARD COUNTY,Reinforced Masonry
448027,BROWARD COUNTY,Reinforced Masonry
689160,BROWARD COUNTY,Reinforced Masonry
888365,BROWARD COUNTY,Wood
331168,BROWARD COUNTY,Wood
392108,BROWARD COUNTY,Wood
527652,BROWARD COUNTY,Wood
105622,BROWARD COUNTY,Wood
891545,BROWARD COUNTY,Wood
435646,BROWARD COUNTY,Wood
669955,BROWARD COUNTY,Wood
980080,BROWARD COUNTY,Wood
103369,BROWARD COUNTY,Wood
953637,BROWARD COUNTY,Wood
975299,BROWARD COUNTY,Masonry
742867,BROWARD COUNTY,Wood
590884,BROWARD COUNTY,Reinforced Masonry
273443,BROWARD COUNTY,Reinforced Masonry
601409,BROWARD COUNTY,Reinforced Masonry
150569,BROWARD COUNTY,Reinforced Masonry
386899,BROWARD COUNTY,Reinforced Masonry
907889,BROWARD COUNTY,Reinforced Masonry
409229,BROWARD COUNTY,Reinforced Masonry
397789,BROWARD COUNTY,Reinforced Masonry
126286,BROWARD COUNTY,Reinforced Masonry
505260,BROWARD COUNTY,Reinforced Masonry
593790,BROWARD COUNTY,Reinforced Masonry
768491,BROWARD COUNTY,Reinforced Masonry
905956,BROWARD COUNTY,Reinforced Masonry
386807,BROWARD COUNTY,Reinforced Masonry
854038,BROWARD COUNTY,Reinforced Masonry
702826,BROWARD COUNTY,Reinforced Masonry
931094,BROWARD COUNTY,Reinforced Masonry
606676,BROWARD COUNTY,Reinforced Masonry
263126,BROWARD COUNTY,Reinforced Masonry
109476,BROWARD COUNTY,Reinforced Masonry
556384,BROWARD COUNTY,Reinforced Masonry
627297,BROWARD COUNTY,Reinforced Masonry
741891,BROWARD COUNTY,Masonry
104356,BROWARD COUNTY,Masonry
921836,BROWARD COUNTY,Reinforced Masonry
896118,BROWARD COUNTY,Wood
909803,BROWARD COUNTY,Reinforced Concrete
536931,BROWARD COUNTY,Wood
441192,BROWARD COUNTY,Masonry
326959,BROWARD COUNTY,Masonry
655892,BROWARD COUNTY,Masonry
309884,BROWARD COUNTY,Wood
691580,BROWARD COUNTY,Reinforced Concrete
744638,BROWARD COUNTY,Reinforced Masonry
439511,BROWARD COUNTY,Masonry
955393,BROWARD COUNTY,Masonry
107440,BROWARD COUNTY,Reinforced Masonry
294396,BROWARD COUNTY,Reinforced Concrete
682294,BROWARD COUNTY,Reinforced Masonry
612425,BROWARD COUNTY,Reinforced Masonry
590374,BROWARD COUNTY,Reinforced Masonry
253110,BROWARD COUNTY,Masonry
344891,BROWARD COUNTY,Steel Frame
519633,BROWARD COUNTY,Reinforced Masonry
831681,BROWARD COUNTY,Masonry
983466,BROWARD COUNTY,Reinforced Masonry
861136,BROWARD COUNTY,Wood
205539,BROWARD COUNTY,Steel Frame
795294,BROWARD COUNTY,Wood
527590,BROWARD COUNTY,Wood
516927,BROWARD COUNTY,Reinforced Masonry
563338,BROWARD COUNTY,Wood
238352,BROWARD COUNTY,Reinforced Concrete
992280,BROWARD COUNTY,Reinforced Masonry
134900,BROWARD COUNTY,Reinforced Masonry
834240,BROWARD COUNTY,Reinforced Masonry
264789,BROWARD COUNTY,Masonry
159261,BROWARD COUNTY,Masonry
633141,BROWARD COUNTY,Reinforced Concrete
373566,BROWARD COUNTY,Wood
675149,BROWARD COUNTY,Wood
126874,BROWARD COUNTY,Wood
768852,BROWARD COUNTY,Reinforced Masonry
732877,BROWARD COUNTY,Reinforced Masonry
445291,BROWARD COUNTY,Reinforced Masonry
697728,BROWARD COUNTY,Masonry
288624,BROWARD COUNTY,Wood
267332,BROWARD COUNTY,Reinforced Concrete
584344,BROWARD COUNTY,Wood
705516,BROWARD COUNTY,Wood
610244,BROWARD COUNTY,Wood
455069,BROWARD COUNTY,Wood
476354,BROWARD COUNTY,Wood
560654,BROWARD COUNTY,Wood
770297,BROWARD COUNTY,Masonry
662806,BROWARD COUNTY,Wood
269461,BROWARD COUNTY,Wood
850433,BROWARD COUNTY,Wood
589498,BROWARD COUNTY,Reinforced Concrete
376813,BROWARD COUNTY,Steel Frame
497145,BROWARD COUNTY,Wood
819543,BROWARD COUNTY,Reinforced Masonry
938757,BROWARD COUNTY,Wood
760208,BROWARD COUNTY,Masonry
531966,BROWARD COUNTY,Masonry
885268,BROWARD COUNTY,Masonry
865302,BROWARD COUNTY,Wood
236834,BROWARD COUNTY,Masonry
357660,BROWARD COUNTY,Reinforced Masonry
525881,BROWARD COUNTY,Wood
532540,BROWARD COUNTY,Wood
433694,BROWARD COUNTY,Masonry
375144,BROWARD COUNTY,Reinforced Masonry
616091,BROWARD COUNTY,Reinforced Concrete
622504,BROWARD COUNTY,Wood
332167,BROWARD COUNTY,Masonry
703432,BROWARD COUNTY,Wood
939531,BROWARD COUNTY,Reinforced Masonry
772520,BROWARD COUNTY,Masonry
934876,BROWARD COUNTY,Reinforced Masonry
799706,BROWARD COUNTY,Masonry
619500,BROWARD COUNTY,Masonry
476422,BROWARD COUNTY,Masonry
224006,BROWARD COUNTY,Masonry
688601,BROWARD COUNTY,Masonry
440718,BROWARD COUNTY,Masonry
696990,BROWARD COUNTY,Masonry
806964,BROWARD COUNTY,Reinforced Concrete
900989,BROWARD COUNTY,Reinforced Concrete
176189,BROWARD COUNTY,Reinforced Concrete
203447,BROWARD COUNTY,Reinforced Concrete
832544,BROWARD COUNTY,Masonry
594025,BROWARD COUNTY,Reinforced Masonry
715149,BROWARD COUNTY,Wood
494457,BROWARD COUNTY,Wood
364167,BROWARD COUNTY,Reinforced Concrete
671554,BROWARD COUNTY,Wood
391944,BROWARD COUNTY,Wood
513976,BROWARD COUNTY,Wood
646986,BROWARD COUNTY,Masonry
513838,BROWARD COUNTY,Masonry
976666,BROWARD COUNTY,Masonry
972872,BROWARD COUNTY,Wood
648682,BROWARD COUNTY,Wood
924889,BROWARD COUNTY,Reinforced Masonry
179954,BROWARD COUNTY,Wood
962507,BROWARD COUNTY,Wood
400178,BROWARD COUNTY,Wood
666274,BROWARD COUNTY,Reinforced Masonry
277323,BROWARD COUNTY,Wood
796219,BROWARD COUNTY,Masonry
251158,BROWARD COUNTY,Masonry
276140,BROWARD COUNTY,Masonry
839808,BROWARD COUNTY,Masonry
870483,BROWARD COUNTY,Masonry
800557,BROWARD COUNTY,Masonry
329002,BROWARD COUNTY,Reinforced Concrete
466061,BROWARD COUNTY,Reinforced Concrete
472243,BROWARD COUNTY,Masonry
150587,BROWARD COUNTY,Reinforced Masonry
453218,BROWARD COUNTY,Reinforced Masonry
429170,BROWARD COUNTY,Wood
718828,BROWARD COUNTY,Steel Frame
399405,BROWARD COUNTY,Wood
536122,BROWARD COUNTY,Wood
263180,BROWARD COUNTY,Wood
564540,BROWARD COUNTY,Wood
512052,BROWARD COUNTY,Masonry
264521,BROWARD COUNTY,Wood
277298,BROWARD COUNTY,Wood
581251,BROWARD COUNTY,Wood
124957,BROWARD COUNTY,Wood
300131,BROWARD COUNTY,Wood
502844,BROWARD COUNTY,Wood
922020,BROWARD COUNTY,Wood
293373,BROWARD COUNTY,Masonry
533522,BROWARD COUNTY,Wood
215761,BROWARD COUNTY,Masonry
891774,BROWARD COUNTY,Wood
120010,BROWARD COUNTY,Masonry
244283,BROWARD COUNTY,Wood
741157,BROWARD COUNTY,Wood
300553,MIAMI DADE COUNTY,Wood
667568,MIAMI DADE COUNTY,Wood
624997,MIAMI DADE COUNTY,Wood
347488,MIAMI DADE COUNTY,Wood
781056,MIAMI DADE COUNTY,Masonry
119042,MIAMI DADE COUNTY,Wood
602553,MIAMI DADE COUNTY,Wood
231617,MIAMI DADE COUNTY,Reinforced Concrete
334469,MIAMI DADE COUNTY,Masonry
314589,MIAMI DADE COUNTY,Masonry
377407,MIAMI DADE COUNTY,Masonry
737712,MIAMI DADE COUNTY,Wood
263141,MIAMI DADE COUNTY,Wood
296299,MIAMI DADE COUNTY,Wood
657904,MIAMI DADE COUNTY,Masonry
644122,MIAMI DADE COUNTY,Masonry
413811,MIAMI DADE COUNTY,Masonry
735309,MIAMI DADE COUNTY,Reinforced Masonry
937055,MIAMI DADE COUNTY,Masonry
949447,MIAMI DADE COUNTY,Masonry
722245,MIAMI DADE COUNTY,Masonry
184229,MIAMI DADE COUNTY,Masonry
513424,MIAMI DADE COUNTY,Masonry
909266,MIAMI DADE COUNTY,Masonry
191241,MIAMI DADE COUNTY,Wood
394352,MIAMI DADE COUNTY,Wood
416155,MIAMI DADE COUNTY,Wood
321663,MIAMI DADE COUNTY,Wood
198855,MIAMI DADE COUNTY,Wood
634464,MIAMI DADE COUNTY,Reinforced Masonry
924352,MIAMI DADE COUNTY,Reinforced Masonry
268948,MIAMI DADE COUNTY,Wood
349946,MIAMI DADE COUNTY,Wood
240060,MIAMI DADE COUNTY,Wood
737190,MIAMI DADE COUNTY,Masonry
572839,MIAMI DADE COUNTY,Wood
173931,MIAMI DADE COUNTY,Masonry
960004,MIAMI DADE COUNTY,Wood
192904,MIAMI DADE COUNTY,Masonry
960289,MIAMI DADE COUNTY,Wood
453431,MIAMI DADE COUNTY,Masonry
116559,MIAMI DADE COUNTY,Wood
296976,MIAMI DADE COUNTY,Masonry
640744,MIAMI DADE COUNTY,Masonry
502553,MIAMI DADE COUNTY,Masonry
565094,MIAMI DADE COUNTY,Masonry
690582,MIAMI DADE COUNTY,Reinforced Masonry
803574,MIAMI DADE COUNTY,Masonry
183421,MIAMI DADE COUNTY,Wood
983364,MIAMI DADE COUNTY,Reinforced Masonry
618658,MIAMI DADE COUNTY,Reinforced Concrete
318955,MIAMI DADE COUNTY,Wood
526795,MIAMI DADE COUNTY,Reinforced Masonry
645606,MIAMI DADE COUNTY,Masonry
197911,MIAMI DADE COUNTY,Reinforced Masonry
784179,MIAMI DADE COUNTY,Reinforced Masonry
157945,MIAMI DADE COUNTY,Masonry
318225,MIAMI DADE COUNTY,Masonry
406432,MIAMI DADE COUNTY,Masonry
891239,MIAMI DADE COUNTY,Masonry
573816,MIAMI DADE COUNTY,Masonry
882918,MIAMI DADE COUNTY,Masonry
621110,MIAMI DADE COUNTY,Masonry
677297,MIAMI DADE COUNTY,Masonry
289796,MIAMI DADE COUNTY,Masonry
410865,MIAMI DADE COUNTY,Masonry
797971,MIAMI DADE COUNTY,Masonry
883536,MIAMI DADE COUNTY,Masonry
100926,MIAMI DADE COUNTY,Masonry
429087,MIAMI DADE COUNTY,Masonry
521670,MIAMI DADE COUNTY,Masonry
747578,MIAMI DADE COUNTY,Masonry
217896,MIAMI DADE COUNTY,Wood
539024,MIAMI DADE COUNTY,Wood
801714,MIAMI DADE COUNTY,Wood
938218,MIAMI DADE COUNTY,Wood
734860,MIAMI DADE COUNTY,Masonry
409492,MIAMI DADE COUNTY,Reinforced Masonry
581699,MIAMI DADE COUNTY,Masonry
699765,MIAMI DADE COUNTY,Masonry
299698,MIAMI DADE COUNTY,Wood
402081,MIAMI DADE COUNTY,Masonry
974082,MIAMI DADE COUNTY,Wood
663198,MIAMI DADE COUNTY,Masonry
209995,MIAMI DADE COUNTY,Wood
147861,MIAMI DADE COUNTY,Wood
117510,MIAMI DADE COUNTY,Wood
182746,MIAMI DADE COUNTY,Masonry
837665,MIAMI DADE COUNTY,Masonry
897076,MIAMI DADE COUNTY,Reinforced Masonry
172212,MIAMI DADE COUNTY,Masonry
640195,MIAMI DADE COUNTY,Masonry
785679,MIAMI DADE COUNTY,Masonry
788690,MIAMI DADE COUNTY,Wood
879182,MIAMI DADE COUNTY,Reinforced Masonry
702300,MIAMI DADE COUNTY,Masonry
506271,MIAMI DADE COUNTY,Wood
641340,MIAMI DADE COUNTY,Wood
949927,MIAMI DADE COUNTY,Masonry
519565,MIAMI DADE COUNTY,Wood
349643,MIAMI DADE COUNTY,Wood
613148,MIAMI DADE COUNTY,Wood
335784,MIAMI DADE COUNTY,Wood
917581,MIAMI DADE COUNTY,Wood
649081,MIAMI DADE COUNTY,Wood
642526,MIAMI DADE COUNTY,Masonry
252620,MIAMI DADE COUNTY,Wood
435317,MIAMI DADE COUNTY,Masonry
793370,MIAMI DADE COUNTY,Wood
553572,MIAMI DADE COUNTY,Wood
321850,MIAMI DADE COUNTY,Wood
905348,MIAMI DADE COUNTY,Wood
588704,MIAMI DADE COUNTY,Wood
336834,MIAMI DADE COUNTY,Wood
984987,MIAMI DADE COUNTY,Wood
363161,MIAMI DADE COUNTY,Wood
517826,MIAMI DADE COUNTY,Wood
636066,MIAMI DADE COUNTY,Wood
230021,MIAMI DADE COUNTY,Wood
836470,MIAMI DADE COUNTY,Masonry
451722,MIAMI DADE COUNTY,Wood
966761,MIAMI DADE COUNTY,Masonry
990570,MIAMI DADE COUNTY,Wood
119099,MIAMI DADE COUNTY,Wood
463375,MIAMI DADE COUNTY,Wood
151244,MIAMI DADE COUNTY,Wood
908759,MIAMI DADE COUNTY,Wood
311046,MIAMI DADE COUNTY,Masonry
591188,MIAMI DADE COUNTY,Wood
444998,MIAMI DADE COUNTY,Wood
577987,MIAMI DADE COUNTY,Wood
248107,MIAMI DADE COUNTY,Wood
504277,MIAMI DADE COUNTY,Masonry
525461,MIAMI DADE COUNTY,Masonry
311997,MIAMI DADE COUNTY,Masonry
188259,MIAMI DADE COUNTY,Masonry
602450,MIAMI DADE COUNTY,Masonry
486025,MIAMI DADE COUNTY,Reinforced Concrete
404710,MIAMI DADE COUNTY,Reinforced Masonry
824305,MIAMI DADE COUNTY,Masonry
567738,MIAMI DADE COUNTY,Masonry
152278,MIAMI DADE COUNTY,Wood
513596,MIAMI DADE COUNTY,Wood
454155,MIAMI DADE COUNTY,Wood
981041,MIAMI DADE COUNTY,Wood
765780,MIAMI DADE COUNTY,Wood
204200,MIAMI DADE COUNTY,Wood
469777,MIAMI DADE COUNTY,Wood
385046,MIAMI DADE COUNTY,Wood
374766,MIAMI DADE COUNTY,Masonry
752962,MIAMI DADE COUNTY,Masonry
887159,MIAMI DADE COUNTY,Wood
232174,MIAMI DADE COUNTY,Wood
510419,MIAMI DADE COUNTY,Wood
453093,MIAMI DADE COUNTY,Wood
784713,MIAMI DADE COUNTY,Wood
745725,MIAMI DADE COUNTY,Masonry
321647,MIAMI DADE COUNTY,Wood
327722,MIAMI DADE COUNTY,Wood
819301,MIAMI DADE COUNTY,Masonry
405239,MIAMI DADE COUNTY,Masonry
435784,MIAMI DADE COUNTY,Wood
507655,MIAMI DADE COUNTY,Wood
828673,MIAMI DADE COUNTY,Wood
136303,MIAMI DADE COUNTY,Masonry
192001,MIAMI DADE COUNTY,Wood
734807,MIAMI DADE COUNTY,Wood
784373,MIAMI DADE COUNTY,Wood
592676,MIAMI DADE COUNTY,Wood
619442,MIAMI DADE COUNTY,Reinforced Masonry
172161,MIAMI DADE COUNTY,Reinforced Masonry
297012,MIAMI DADE COUNTY,Wood
483921,MIAMI DADE COUNTY,Wood
844829,MIAMI DADE COUNTY,Wood
725606,MIAMI DADE COUNTY,Wood
846859,MIAMI DADE COUNTY,Reinforced Concrete
156895,MIAMI DADE COUNTY,Masonry
886785,MIAMI DADE COUNTY,Masonry
102964,MIAMI DADE COUNTY,Reinforced Masonry
772601,MIAMI DADE COUNTY,Wood
479651,MIAMI DADE COUNTY,Wood
104126,MIAMI DADE COUNTY,Masonry
976295,MIAMI DADE COUNTY,Reinforced Masonry
898320,MIAMI DADE COUNTY,Wood
954019,MIAMI DADE COUNTY,Wood
960072,MIAMI DADE COUNTY,Reinforced Masonry
225970,MIAMI DADE COUNTY,Masonry
162311,MIAMI DADE COUNTY,Reinforced Masonry
